template,count,percentage,samples,suggested,confidence,label,notes
"<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""com.google.Keystone"" using engine <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=""<*>"" lockFile=<KSLockFile:<*> path=""<*>"" locked=NO > >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*>> isProcessing=NO actionsCompleted=<*> progress=<*>.<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:<*> path=""<*>""> errors=<*> >",1,0.05,"[""2017-07-02 10:40:07.676 GoogleSoftwareUpdateAgent[32012/0x7000002a0000] [lvl=2] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for \""com.google.Keystone\"" using engine <KSUpdateEngine:0x100313e70 ticketStore=<KSPersistentTicketStore:0x100332a60 store=<KSKeyedPersistentStore:0x100315fa0 path=\""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore\"" lockFile=<KSLockFile:0x1003176d0 path=\""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore.lock\"" locked=NO > >> processor=<KSActionProcessor:0x1003143e0 delegate=<KSUpdateEngine:0x100313e70> isProcessing=NO actionsCompleted=0 progress=0.00 errors=0 currentActionErrors=0 events=0 currentActionEvents=0 actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:0x100311a10 path=\""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers\""> errors=0 >""]",0,high,0,Auto-labeled (high confidence)
tcp_connection_tls_session_error_callback_imp <*> tcp_connection_tls_session_handle_read_error.<*> error <*>,1,0.05,"[""tcp_connection_tls_session_error_callback_imp 2210 tcp_connection_tls_session_handle_read_error.790 error 60""]",0,high,0,Auto-labeled (high confidence)
"<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon' with the requirement 'anchor apple generic and certificate <*>[field.<*>.<*>] exists and certificate leaf[field.<*>.<*>] exists and certificate leaf[subject.OU]=""<*>"" and (identifier=""com.google.Keystone"")'",1,0.05,"[""2017-07-04 09:42:57.924 GoogleSoftwareUpdateAgent[34603/0x700000323000] [lvl=2] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon' with the requirement 'anchor apple generic and certificate 1[field.1.2.840.113635.100.6.2.6] exists and certificate leaf[field.1.2.840.113635.100.6.1.13] exists and certificate leaf[subject.OU]=\""EQHXZ8M8AV\"" and (identifier=\""com.google.Keystone\"")'""]",0,high,0,Auto-labeled (high confidence)
[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- <*>,1,0.05,"[""[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- 0x7000""]",0,high,0,Auto-labeled (high confidence)
(ImportBailout.Error:<*>) Asked to exit for Diskarb,1,0.05,"[""(ImportBailout.Error:1331) Asked to exit for Diskarb""]",0,high,0,Auto-labeled (high confidence)
"hibernate_teardown: wired_pages <*>, free_pages <*>, active_pages <*>, inactive_pages <*>, speculative_pages <*>, cleaned_pages <*>, compressor_pages <*>",1,0.05,"[""hibernate_teardown: wired_pages 544767, free_pages 3578340, active_pages 40000, inactive_pages 0, speculative_pages 0, cleaned_pages 0, compressor_pages 112""]",0,high,0,Auto-labeled (high confidence)
handle_will_sleep_auth_and_shield_windows: Reordering authw <*>(<*>) (lock state: <*>),1,0.05,"[""handle_will_sleep_auth_and_shield_windows: Reordering authw 0x7fa823a04400(2004) (lock state: 3)""]",0,high,0,Auto-labeled (high confidence)
"VDCAssistant:  Found a camera (<*>) , but was not able to start it up (<*> -- (os/kern) successful)",1,0.05,"[""VDCAssistant:  Found a camera (0x1430000005ac8290) , but was not able to start it up (0x0 -- (os/kern) successful)""]",0,high,0,Auto-labeled (high confidence)
PMStats: Hibernate read took <*> ms,1,0.05,"[""PMStats: Hibernate read took 197 ms""]",0,high,0,Auto-labeled (high confidence)
[BluetoothHIDDeviceController] EventServiceDisconnectedCallback,1,0.05,"[""[BluetoothHIDDeviceController] EventServiceDisconnectedCallback""]",0,medium,4,
kern_open_file_for_direct_io took <*> ms,1,0.05,"[""kern_open_file_for_direct_io took 6 ms""]",0,high,3,Auto-labeled (high confidence)
Session <*> created,1,0.05,"[""Session 101921 created""]",0,high,0,Auto-labeled (high confidence)
WARNING: Type1 font data isn't in the correct format required by the Adobe Type <*> Font Format specification.,1,0.05,"[""WARNING: Type1 font data isn't in the correct format required by the Adobe Type 1 Font Format specification.""]",0,high,5,Auto-labeled (high confidence)
"<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=""<*>"" lockFile=<KSLockFile:<*> path=""<*>"" locked=NO > >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*>> isProcessing=NO actionsCompleted=<*> progress=<*>.<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:<*> path=<*> errors=<*> >",1,0.05,"[""2017-07-01 19:46:26.133 GoogleSoftwareUpdateAgent[31702/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <KSUpdateEngine:0x100259c60 ticketStore=<KSPersistentTicketStore:0x100253770 store=<KSKeyedPersistentStore:0x100254d10 path=\""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore\"" lockFile=<KSLockFile:0x100254d80 path=\""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore.lock\"" locked=NO > >> processor=<KSActionProcessor:0x100259e70 delegate=<KSUpdateEngine:0x100259c60> isProcessing=NO actionsCompleted=0 progress=0.00 errors=0 currentActionErrors=0 events=0 currentActionEvents=0 actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:0x1002594d0 path=\""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers\""> errors=0 >""]",0,high,0,Auto-labeled (high confidence)
.sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite': '<*>' is not a valid type name.,1,0.05,"["".sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite': '4023' is not a valid type name.""]",0,high,5,Auto-labeled (high confidence)
objc[<*>]: Class TSUAtomicLRUCache is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,1,0.05,"[""objc[35391]: Class TSUAtomicLRUCache is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.""]",0,high,5,Auto-labeled (high confidence)
Invalidating watch set.,1,0.05,"[""Invalidating watch set.""]",5,high,0,Auto-labeled (high confidence)
objc[<*>]: Class TSUCustomFormatData is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,1,0.05,"[""objc[35448]: Class TSUCustomFormatData is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.""]",0,high,5,Auto-labeled (high confidence)
<*>:<*>:<*>.<*> : Finished generating hashes,1,0.05,"[""11:46:19.229 : Finished generating hashes""]",0,high,0,Auto-labeled (high confidence)
<*>:<*>:<*>.<*> : BTLE discovered device with hash <<*> <*> <*>>,1,0.05,"[""11:20:51.293 : BTLE discovered device with hash <01faa200 00000000 0000>""]",0,high,0,Auto-labeled (high confidence)
"network_reachability_changed : network is not reachable, netbiosd is shutting down",1,0.05,"[""network_reachability_changed : network is not reachable, netbiosd is shutting down""]",6,high,6,Auto-labeled (high confidence)
"PM response took <*> ms (<*>, WeChat)",1,0.05,"[""PM response took 113 ms (24144, WeChat)""]",0,high,0,Auto-labeled (high confidence)
[<*>:<*>:<*>.<*>] (Fig) signalled err=<*>,1,0.05,"[""[00:28:42.167] (Fig) signalled err=-12871""]",0,high,0,Auto-labeled (high confidence)
<*>-deviceDeltaY is deprecated for NSScrollWheel. Please use -scrollingDeltaY.,1,0.05,"[""-deviceDeltaY is deprecated for NSScrollWheel. Please use -scrollingDeltaY.""]",5,high,5,Auto-labeled (high confidence)
<*>-_continuousScroll is deprecated for NSScrollWheel. Please use -hasPreciseScrollingDeltas.,1,0.05,"[""-_continuousScroll is deprecated for NSScrollWheel. Please use -hasPreciseScrollingDeltas.""]",5,high,5,Auto-labeled (high confidence)
<*>:<*>:<*>.<*> : Started generating hashes,1,0.05,"[""00:03:06.178 : Started generating hashes""]",0,high,0,Auto-labeled (high confidence)
vm_compressor_fastwake_warmup (<*> - <*>) - starting,1,0.05,"[""vm_compressor_fastwake_warmup (581519 - 591525) - starting""]",0,high,0,Auto-labeled (high confidence)
<*>-<*>-<*> <*>:<*>:<*>.<*> ksfetch[<*>/<*>] [lvl=<*>] main() ksfetch done fetching.,1,0.05,"[""2017-07-04 09:42:58.121 ksfetch[34604/0x7fff79824000] [lvl=2] main() ksfetch done fetching.""]",0,high,0,Auto-labeled (high confidence)
Checking iCDP status for DSID <*> (checkWithServer=<*>),1,0.05,"[""Checking iCDP status for DSID 874161398 (checkWithServer=0)""]",1,high,1,Auto-labeled (high confidence)
network changed: DNS*,1,0.05,"[""network changed: DNS*""]",0,high,0,Auto-labeled (high confidence)
extension com.apple.ncplugin.WorldClock -> (null),1,0.05,"[""extension com.apple.ncplugin.WorldClock -> (null)""]",0,high,0,Auto-labeled (high confidence)
network changed: <*>(<*>!:<*>) DNS+ Proxy+ SMB,1,0.05,"[""network changed: v4(en0!:10.105.162.105) DNS+ Proxy+ SMB""]",0,high,0,Auto-labeled (high confidence)
AppleActuatorHIDEventDriver: message service is terminated,1,0.05,"[""AppleActuatorHIDEventDriver: message service is terminated""]",0,high,0,Auto-labeled (high confidence)
hibernate_rebuild_pmap_structs done: last_valid_compact_indx <*>,1,0.05,"[""hibernate_rebuild_pmap_structs done: last_valid_compact_indx 285862""]",0,high,0,Auto-labeled (high confidence)
<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:<*> productID=<*> version=<*> xc=<KSPathExistenceChecker:<*> path=<*> url=<*> creationDate=<*>-<*>-<*> <*>:<*>:<*> ticketVersion=<*> > )} Using server: <KSOmahaServer:<*> engine=<KSUpdateEngine:<*>> >,1,0.05,"[""2017-07-03 20:25:13.378 GoogleSoftwareUpdateAgent[33847/0x7000002a0000] [lvl=2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:0x10053b310 productID=com.google.Keystone version=1.2.8.57 xc=<KSPathExistenceChecker:0x10053ac30 path=/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle> url=https://tools.google.com/service/update2 creationDate=2017-02-18 15:41:17 ticketVersion=1 > )} Using server: <KSOmahaServer:0x100248090 engine=<KSUpdateEngine:0x1007249c0> >""]",0,high,0,Auto-labeled (high confidence)
payload Data <*> <*>,1,0.05,"[""payload Data 07 00""]",0,high,0,Auto-labeled (high confidence)
"CCFile::captureLog Received Capture notice id: <*>, reason = DeauthInd:sts:<NUM>_rsn:<NUM>",1,0.05,"[""CCFile::captureLog Received Capture notice id: 1499133420.914478, reason = DeauthInd:sts:0_rsn:7""]",0,high,0,Auto-labeled (high confidence)
"ARPT: <*>.<*>: IOPMPowerSource Information: onSleep,  SleepType: Standby,  'ExternalConnected': No, 'TimeRemaining': <*>,",1,0.05,"[""ARPT: 683604.474196: IOPMPowerSource Information: onSleep,  SleepType: Standby,  'ExternalConnected': No, 'TimeRemaining': 578,""]",0,high,0,Auto-labeled (high confidence)
hibernate_rebuild completed - took <*> msecs,1,0.05,"[""hibernate_rebuild completed - took 10042450943433 msecs""]",0,high,0,Auto-labeled (high confidence)
"hibernate_machine_init: state <*>, image pages <*>, sum was <*>, imageSize <*>, image1Size <*>, conflictCount <*>, nextFree <*>",1,0.05,"[""hibernate_machine_init: state 2, image pages 446175, sum was d4e6c0b2, imageSize 0x2aea6000, image1Size 0x215a4000, conflictCount 5848, nextFree 5887""]",0,high,0,Auto-labeled (high confidence)
CCProfileMonitor::freeResources done,1,0.05,"[""CCProfileMonitor::freeResources done""]",0,high,0,Auto-labeled (high confidence)
Daemon connection invalidated!,1,0.05,"[""Daemon connection invalidated!""]",0,high,0,Auto-labeled (high confidence)
<IMMacNotificationCenterManager: <*>>: notification observer: com.apple.FaceTime   notification: __CFNotification <*> {name = _NSDoNotDisturbEnabledNotification},1,0.05,"[""<IMMacNotificationCenterManager: 0x7fdcc9d16380>: notification observer: com.apple.FaceTime   notification: __CFNotification 0x7fdcc9d19110 {name = _NSDoNotDisturbEnabledNotification}""]",0,high,0,Auto-labeled (high confidence)
<IMMacNotificationCenterManager: <*>>: Updating enabled: YES   (Topics: (<*>)),1,0.05,"[""<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>: Updating enabled: YES   (Topics: ( \""com.apple.private.alloy.icloudpairing\"", \""com.apple.private.alloy.continuity.encryption\"", \""com.apple.private.alloy.continuity.activity\"", \""com.apple.ess\"", \""com.apple.private.ids\"", \""com.apple.private.alloy.phonecontinuity\"", \""com.apple.madrid\"", \""com.apple.private.ac\"", \""com.apple.private.alloy.phone.auth\"", \""com.apple.private.alloy.keychainsync\"", \""com.apple.private.alloy.fmf\"", \""com.apple.private.alloy.sms\"", \""com.apple.private.alloy.screensharing\"", \""com.apple.private.alloy.maps\"", \""com.apple.private.alloy.thumper.keys\"", \""com.apple.private.alloy.continuity.tethering\"" ))""]",1,high,1,Auto-labeled (high confidence)
<*>-<*>-<*> <*>:<*>:<*>.<*> ksfetch[<*>/<*>] [lvl=<*>] main() Fetcher received a request: <NSMutableURLRequest: <*>> { URL: <*> },1,0.05,"[""2017-07-05 10:52:16.779 ksfetch[35863/0x7fff79824000] [lvl=2] main() Fetcher received a request: <NSMutableURLRequest: 0x100501610> { URL: https://tools.google.com/service/update2?cup2hreq=a7873a51b1cb55518e420d20dff47d463781ed3f7aa83c3153129eefb148070b&cup2key=7:2501762722 }""]",0,high,0,Auto-labeled (high confidence)
<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,1,0.05,"[""2017-07-05 10:52:16.977 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl=2] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.""]",0,high,0,Auto-labeled (high confidence)
Wake reason: EC.SleepTimer (SleepTimer),1,0.05,"[""Wake reason: EC.SleepTimer (SleepTimer)""]",0,high,0,Auto-labeled (high confidence)
Failed to stop a scan - central is not powered on: <*>,1,0.05,"[""Failed to stop a scan - central is not powered on: 4""]",0,high,0,Auto-labeled (high confidence)
[<*>:<*>:<*>.<*>] <<<< CRABS >>>> crabsWaitForLoad: [<*>] Wait time out - <*> (msRequestTimeout <*>),1,0.05,"[""[00:29:04.085] <<<< CRABS >>>> crabsWaitForLoad: [0x7fbc7ac683a0] Wait time out - -1001 (msRequestTimeout -1)""]",0,high,0,Auto-labeled (high confidence)
"<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher fetching from URL: ""<*>""",1,0.05,"[""2017-07-05 16:18:06.450 GoogleSoftwareUpdateAgent[36128/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher fetching from URL: \""https://tools.google.com/service/update2?cup2hreq=ac844e04cbb398fcef4cf81b4ffc44a3ebc863e89d19c0b5d39d02d78d26675b&cup2key=7:677488741\""""]",0,high,0,Auto-labeled (high confidence)
"arp_client_transmit(<*>) failed, Network is down (<*>)",1,0.05,"[""arp_client_transmit(en0) failed, Network is down (50)""]",0,high,0,Auto-labeled (high confidence)
<IMMacNotificationCenterManager: <*>>: Updating enabled: NO   (Topics: ( )),1,0.05,"[""<IMMacNotificationCenterManager: 0x7fdcc9d16380>: Updating enabled: NO   (Topics: ( ))""]",0,high,0,Auto-labeled (high confidence)
en0: manual intervention required!,1,0.05,"[""en0: manual intervention required!""]",0,high,0,Auto-labeled (high confidence)
AppleActuatorDevice::stop Entered,1,0.05,"[""AppleActuatorDevice::stop Entered""]",0,medium,0,
<*>-<*>-<*> <*>:<*>:<*>.<*> ksfetch[<*>/<*>] [lvl=<*>] main() Fetcher is exiting.,1,0.05,"[""2017-07-06 00:30:37.064 ksfetch[36439/0x7fff79824000] [lvl=2] main() Fetcher is exiting.""]",0,high,0,Auto-labeled (high confidence)
AppleActuatorDeviceUserClient::start Entered,1,0.05,"[""AppleActuatorDeviceUserClient::start Entered""]",3,high,0,Auto-labeled (high confidence)
"Google Chrome He[<*>] triggered unnest of range <*>-><*> of DYLD shared region in VM map <*>. While not abnormal for debuggers, this increases system memory footprint until the target exits.",1,0.05,"[""Google Chrome He[36456] triggered unnest of range 0x7fff93c00000->0x7fff93e00000 of DYLD shared region in VM map 0x77c9114550458e7b. While not abnormal for debuggers, this increases system memory footprint until the target exits.""]",0,high,3,Auto-labeled (high confidence)
hibernate_page_list_setall(preflight <*>) start,1,0.05,"[""hibernate_page_list_setall(preflight 1) start""]",2,high,0,Auto-labeled (high confidence)
hibernate_teardown completed - discarded <*>,1,0.05,"[""hibernate_teardown completed - discarded 93932""]",0,high,0,Auto-labeled (high confidence)
AppleActuatorDeviceUserClient::stop Entered,1,0.05,"[""AppleActuatorDeviceUserClient::stop Entered""]",0,medium,0,
hibernate_page_list_setall time: <*> ms,1,0.05,"[""hibernate_page_list_setall time: 603 ms""]",2,high,3,Auto-labeled (high confidence)
IOPolledFilePollersOpen(<*>) <*> ms,1,0.05,"[""IOPolledFilePollersOpen(0) 6 ms""]",0,high,3,Auto-labeled (high confidence)
[HID] [MT] AppleMultitouchDevice::start entered,1,0.05,"[""[HID] [MT] AppleMultitouchDevice::start entered""]",0,high,0,Auto-labeled (high confidence)
[IOBluetoothHostController::setConfigState] calling registerService,1,0.05,"[""[IOBluetoothHostController::setConfigState] calling registerService""]",0,high,0,Auto-labeled (high confidence)
Got an XPC error: Connection invalid,1,0.05,"[""Got an XPC error: Connection invalid""]",0,high,0,Auto-labeled (high confidence)
"booter start at <*> ms smc <*> ms, [<*>, <*>, <*>] total <*> ms, dsply <*>, <*> ms, tramp <*> ms",1,0.05,"[""booter start at 1251 ms smc 0 ms, [18, 0, 0] total 367 ms, dsply 0, 0 ms, tramp 1080 ms""]",0,high,0,Auto-labeled (high confidence)
**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by <*>  ****,1,0.05,"[""**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by 300ms  ****""]",0,high,0,Auto-labeled (high confidence)
"hostControllerOnline - Number of Paired devices = <*>, List of Paired devices = ( ""<*>-<*>-<*>-<*>-<*>-<*>"" )",1,0.05,"[""hostControllerOnline - Number of Paired devices = 1, List of Paired devices = ( \""84-41-67-32-db-e1\"" )""]",0,high,0,Auto-labeled (high confidence)
AppleActuatorDevice::start Entered,1,0.05,"[""AppleActuatorDevice::start Entered""]",3,high,3,Auto-labeled (high confidence)
"CCFile::captureLog Received Capture notice id: <*>, reason = RoamFail:sts:<NUM>_rsn:<NUM>",1,0.05,"[""CCFile::captureLog Received Capture notice id: 1499295963.492254, reason = RoamFail:sts:1_rsn:1""]",0,high,0,Auto-labeled (high confidence)
after trim url = https://www.google.com/_/chrome/newtab?rlz=<*>_<*>&espv=<*>&ie=UTF-<*>,1,0.05,"[""after trim url = https://www.google.com/_/chrome/newtab?rlz=1C5CHFA_enHK732HK732&espv=2&ie=UTF-8""]",0,high,0,Auto-labeled (high confidence)
no sleep images for WillPowerOffWithImages,1,0.05,"[""no sleep images for WillPowerOffWithImages""]",0,high,0,Auto-labeled (high confidence)
<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSMultiUpdateAction performAction] KSPromptAction had no updates to apply.,1,0.05,"[""2017-07-06 09:24:14.733 GoogleSoftwareUpdateAgent[36726/0x7000002a0000] [lvl=2] -[KSMultiUpdateAction performAction] KSPromptAction had no updates to apply.""]",0,high,0,Auto-labeled (high confidence)
-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier com.apple.LSSharedFileList.RecentApplications,1,0.05,"[""-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier com.apple.LSSharedFileList.RecentApplications""]",0,high,0,Auto-labeled (high confidence)
"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:<*>] Error Domain=NSURLErrorDomain Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}",1,0.05,"[""[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/] Error Domain=NSURLErrorDomain Code=-1009 \""The Internet connection appears to be offline.\"" UserInfo={NSUnderlyingError=0x7f8de0c0dc70 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 \""The Internet connection appears to be offline.\"" UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}""]",0,high,0,Auto-labeled (high confidence)
[<*>:<*>:<*>.<*>] mv_LowLevelCheckIfVideoPlayableUsingDecoder signalled err=<*> (kFigMediaValidatorError_VideoCodecNotSupported) (video codec <*>) at  line <*>,1,0.05,"[""[21:22:43.147] mv_LowLevelCheckIfVideoPlayableUsingDecoder signalled err=-12956 (kFigMediaValidatorError_VideoCodecNotSupported) (video codec 1) at  line 1921""]",0,high,0,Auto-labeled (high confidence)
"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}",1,0.05,"[""ChromeExistion main strSendMsg = {\""websitekey\"":false,\""commandkey\"":true,\""browserkey\"":true}""]",0,high,0,Auto-labeled (high confidence)
url host = <*>,1,0.05,"[""url host = www.baidu.com""]",1,high,1,Auto-labeled (high confidence)
CoreAnimation: timed out fence <*>,1,0.05,"[""CoreAnimation: timed out fence 5fe83""]",1,high,1,Auto-labeled (high confidence)
<<<< MediaValidator >>>> mv_<*>: Unrecognized codec <*>.(null). Failed codec specific check.,1,0.05,"[""<<<< MediaValidator >>>> mv_ValidateRFC4281CodecId: Unrecognized codec 1.(null). Failed codec specific check.""]",0,high,0,Auto-labeled (high confidence)
<*>:<*>:<*>.<*> ERROR:    <*>: timed out after <*>.<*> (<*> <*>); mMajorChangePending=<*>,1,0.05,"[""21:58:33.765 ERROR:    177: timed out after 15.000s (0 0); mMajorChangePending=0""]",0,high,0,Auto-labeled (high confidence)
Failed to connect (view) outlet from (NSApplication) to (NSColorPickerGridView): missing setter or instance variable,1,0.05,"[""Failed to connect (view) outlet from (NSApplication) to (NSColorPickerGridView): missing setter or instance variable""]",0,high,0,Auto-labeled (high confidence)
did discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,1,0.05,"[""did discard act 12083 inact 17640 purgeable 20264 spec 28635 cleaned 0""]",0,high,0,Auto-labeled (high confidence)
<<<< MediaValidator >>>> mv_LookupCodecSupport: Unrecognized codec <*>,1,0.05,"[""<<<< MediaValidator >>>> mv_LookupCodecSupport: Unrecognized codec 1""]",0,high,0,Auto-labeled (high confidence)
the url = <*>,1,0.05,"[""the url = http://baike.baidu.com/item/%E8%93%9D%E9%87%87%E5%92%8C/462624?fr=aladdin""]",1,high,1,Auto-labeled (high confidence)
hibernate_rebuild started,1,0.05,"[""hibernate_rebuild started""]",0,high,0,Auto-labeled (high confidence)
vm_compressor_fastwake_warmup completed - took <*> msecs,1,0.05,"[""vm_compressor_fastwake_warmup completed - took 12461 msecs""]",0,high,0,Auto-labeled (high confidence)
[HID] [MT] AppleActuatorHIDEventDriver::start entered,1,0.05,"[""[HID] [MT] AppleActuatorHIDEventDriver::start entered""]",0,high,0,Auto-labeled (high confidence)
Host controller terminated,1,0.05,"[""Host controller terminated""]",0,high,0,Auto-labeled (high confidence)
Sandbox: <*>(<*>) deny(<*>) file-read-data /private/etc/hosts,1,0.05,"[""Sandbox: com.apple.WebKit(9854) deny(1) file-read-data /private/etc/hosts""]",0,high,0,Auto-labeled (high confidence)
full wake request (reason <*>) <*> ms,1,0.05,"[""full wake request (reason 2) 30914 ms""]",0,high,0,Auto-labeled (high confidence)
<*>-<*>-<*> <*>:<*>:<*>.<*> PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,1,0.05,"[""2017-07-06 06:22:57.163367 PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification""]",0,high,0,Auto-labeled (high confidence)
"PM response took <*> ms (<*>, QQ)",1,0.05,"[""PM response took 129 ms (10018, QQ)""]",0,high,0,Auto-labeled (high confidence)
kern_open_file_for_direct_io(<*>),1,0.05,"[""kern_open_file_for_direct_io(0)""]",0,high,0,Auto-labeled (high confidence)
