LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
68,03-17,16:13:41.481,1702,27357,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k,2025-03-17 16:13:41.481,2025-03-17 16:13:41.481,16,0,17,3,0,1,0,0.0,67,432
69,03-17,16:13:41.614,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k,2025-03-17 16:13:41.614,2025-03-17 16:13:41.614,16,0,17,3,0,1,0,0.133,68,432
70,03-17,16:13:41.614,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k,2025-03-17 16:13:41.614,2025-03-17 16:13:41.614,16,0,17,3,0,1,0,0.0,69,432
71,03-17,16:13:41.614,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k,2025-03-17 16:13:41.614,2025-03-17 16:13:41.614,16,0,17,3,0,1,0,0.0,70,432
72,03-17,16:13:45.307,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261849942, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",0,normal,Android_2k,2025-03-17 16:13:45.307,2025-03-17 16:13:45.307,16,0,17,3,0,1,0,3.693,71,432
73,03-17,16:13:45.308,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:13:45.308,2025-03-17 16:13:45.308,16,0,17,3,0,1,0,0.001,72,432
74,03-17,16:13:45.310,2227,2227,I,PhoneStatusBar,suspendAutohide,E148,suspendAutohide,0,normal,Android_2k,2025-03-17 16:13:45.310,2025-03-17 16:13:45.310,16,0,17,3,0,1,0,0.002,73,432
75,03-17,16:13:45.316,1702,14640,D,WindowManager,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down true canceled false,E69,interceptKeyTq keycode=<*> interactive=true keyguardActive=false policyFlags=<*> down true canceled false,0,normal,Android_2k,2025-03-17 16:13:45.316,2025-03-17 16:13:45.316,16,0,17,3,0,1,0,0.006,74,432
76,03-17,16:13:45.317,1702,14640,D,WindowManager,"interceptKeyBeforeQueueing: key 4 , result : 1",E67,"interceptKeyBeforeQueueing: key <*> , result : <*>",0,normal,Android_2k,2025-03-17 16:13:45.317,2025-03-17 16:13:45.317,16,0,17,3,0,1,0,0.001,75,432
77,03-17,16:13:45.317,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261849949, event=1, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",0,normal,Android_2k,2025-03-17 16:13:45.317,2025-03-17 16:13:45.317,16,0,17,3,0,1,0,0.0,76,432
78,03-17,16:13:45.318,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:13:45.318,2025-03-17 16:13:45.318,16,0,17,3,0,1,0,0.001,77,432
79,03-17,16:13:45.358,2227,2227,I,PhoneStatusBar,resumeSuspendedAutohide,E113,resumeSuspendedAutohide,0,normal,Android_2k,2025-03-17 16:13:45.358,2025-03-17 16:13:45.358,16,0,17,3,0,1,0,0.04,78,432
80,03-17,16:13:45.361,1702,3137,D,WindowManager,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down false canceled false,E68,interceptKeyTq keycode=<*> interactive=true keyguardActive=false policyFlags=<*> down false canceled false,0,normal,Android_2k,2025-03-17 16:13:45.361,2025-03-17 16:13:45.361,16,0,17,3,0,1,0,0.003,79,432
81,03-17,16:13:45.362,1702,3137,D,WindowManager,"interceptKeyBeforeQueueing: key 4 , result : 1",E67,"interceptKeyBeforeQueueing: key <*> , result : <*>",0,normal,Android_2k,2025-03-17 16:13:45.362,2025-03-17 16:13:45.362,16,0,17,3,0,1,0,0.001,80,432
82,03-17,16:13:45.362,2227,2318,V,AudioManager,querySoundEffectsEnabled...,E102,querySoundEffectsEnabled...,0,normal,Android_2k,2025-03-17 16:13:45.362,2025-03-17 16:13:45.362,16,0,17,3,0,1,0,0.0,81,432
83,03-17,16:13:45.382,1702,3697,D,PowerManagerService,"acquire lock=189667585, flags=0x1, tag=""*launch*"", name=android, ws=WorkSource{10113}, uid=1000, pid=1702",E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",0,normal,Android_2k,2025-03-17 16:13:45.382,2025-03-17 16:13:45.382,16,0,17,3,0,1,0,0.02,82,432
84,03-17,16:13:45.382,1702,3697,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:13:45.382,2025-03-17 16:13:45.382,16,0,17,3,0,1,0,0.0,83,432
85,03-17,16:13:45.382,1702,3697,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k,2025-03-17 16:13:45.382,2025-03-17 16:13:45.382,16,0,17,3,0,1,0,0.0,84,432
86,03-17,16:13:45.402,1702,3694,V,WindowManager,Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide,E131,Skipping AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>}}} -- going to hide,0,normal,Android_2k,2025-03-17 16:13:45.402,2025-03-17 16:13:45.402,16,0,17,3,0,1,0,0.02,85,432
87,03-17,16:13:45.405,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=508 mask=ffffffff oldVal=40000500 newVal=508 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:13:45.405,2025-03-17 16:13:45.405,16,0,17,3,0,1,0,0.003,86,432
88,03-17,16:13:45.408,2227,2227,I,PhoneStatusBar,cancelAutohide,E27,cancelAutohide,0,normal,Android_2k,2025-03-17 16:13:45.408,2025-03-17 16:13:45.408,16,0,17,3,0,1,0,0.003,87,432
89,03-17,16:13:45.408,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=0x508, SystemUiVisibility=0x508",E84,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>",0,normal,Android_2k,2025-03-17 16:13:45.408,2025-03-17 16:13:45.408,16,0,17,3,0,1,0,0.0,88,432
90,03-17,16:13:45.466,1702,17632,W,ActivityManager,Bad activity token: android.os.BinderProxy@2bd79ce,E25,Bad activity token: <*>@<*>,0,normal,Android_2k,2025-03-17 16:13:45.466,2025-03-17 16:13:45.466,16,0,17,3,0,1,0,0.058,89,432
91,03-17,16:13:45.466,1702,17632,W,ActivityManager,java.lang.ClassCastException: android.os.BinderProxy cannot be cast to com.android.server.am.ActivityRecord$Token,E7,<*>: <*> cannot be cast to <*>$Token,1,system_failure,Android_2k,2025-03-17 16:13:45.466,2025-03-17 16:13:45.466,16,0,17,3,0,1,0,0.0,90,432
92,03-17,16:13:45.512,1702,2639,V,WindowManager,Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide,E131,Skipping AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>}}} -- going to hide,0,normal,Android_2k,2025-03-17 16:13:45.512,2025-03-17 16:13:45.512,16,0,17,3,0,1,0,0.046,91,432
93,03-17,16:13:45.598,1702,2556,D,PowerManagerService,"release:lock=189667585, flg=0x0, tag=""*launch*"", name=android"", ws=WorkSource{10113}, uid=1000, pid=1702",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",0,normal,Android_2k,2025-03-17 16:13:45.598,2025-03-17 16:13:45.598,16,0,17,3,0,1,0,0.086,92,432
95,03-17,16:13:45.599,1702,2556,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k,2025-03-17 16:13:45.599,2025-03-17 16:13:45.599,16,0,17,3,0,1,0,0.001,93,432
94,03-17,16:13:45.599,1702,2556,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:13:45.599,2025-03-17 16:13:45.599,16,0,17,3,0,1,0,0.0,94,432
96,03-17,16:13:45.626,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=508 newVal=40000500 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:13:45.626,2025-03-17 16:13:45.626,16,0,17,3,0,1,0,0.027,95,432
97,03-17,16:13:45.627,2227,2227,I,PhoneStatusBar,cancelAutohide,E27,cancelAutohide,0,normal,Android_2k,2025-03-17 16:13:45.627,2025-03-17 16:13:45.627,16,0,17,3,0,1,0,0.001,96,432
98,03-17,16:13:45.627,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500",E84,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>",0,normal,Android_2k,2025-03-17 16:13:45.627,2025-03-17 16:13:45.627,16,0,17,3,0,1,0,0.0,97,432
99,03-17,16:13:46.143,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261850777, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",0,normal,Android_2k,2025-03-17 16:13:46.143,2025-03-17 16:13:46.143,16,0,17,3,0,1,0,0.516,98,432
100,03-17,16:13:46.144,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:13:46.144,2025-03-17 16:13:46.144,16,0,17,3,0,1,0,0.001,99,432
101,03-17,16:13:46.145,2227,2227,I,PhoneStatusBar,suspendAutohide,E148,suspendAutohide,0,normal,Android_2k,2025-03-17 16:13:46.145,2025-03-17 16:13:46.145,16,0,17,3,0,1,0,0.001,100,432
102,03-17,16:13:46.146,2227,2227,I,PhoneStatusBar,suspendAutohide,E148,suspendAutohide,0,normal,Android_2k,2025-03-17 16:13:46.146,2025-03-17 16:13:46.146,16,0,17,3,0,1,0,0.001,101,432
103,03-17,16:13:46.146,2227,2227,I,PanelView,"onTouchEvent::0, x=271.0, y=14.0",E93,"onTouchEvent::<*>, x=<*>.<*>, y=<*>.<*>",0,normal,Android_2k,2025-03-17 16:13:46.146,2025-03-17 16:13:46.146,16,0,17,3,0,1,0,0.0,102,432
104,03-17,16:13:46.148,2227,2227,I,PanelView,schedulePeek,E115,schedulePeek,0,normal,Android_2k,2025-03-17 16:13:46.148,2025-03-17 16:13:46.148,16,0,17,3,0,1,0,0.002,103,432
105,03-17,16:13:46.153,1702,2113,V,AudioManager,getRingtonePlayer...,E58,getRingtonePlayer...,0,normal,Android_2k,2025-03-17 16:13:46.153,2025-03-17 16:13:46.153,16,0,17,3,0,1,0,0.005,104,432
106,03-17,16:13:46.155,2227,2227,D,PhoneStatusBar,disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >,E43,disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >,0,normal,Android_2k,2025-03-17 16:13:46.155,2025-03-17 16:13:46.155,16,0,17,3,0,1,0,0.002,105,432
107,03-17,16:13:46.155,2227,2227,I,PhoneStatusBar,suspendAutohide,E148,suspendAutohide,0,normal,Android_2k,2025-03-17 16:13:46.155,2025-03-17 16:13:46.155,16,0,17,3,0,1,0,0.0,106,432
108,03-17,16:13:46.158,1702,2113,I,NotificationManager,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",E161,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",0,normal,Android_2k,2025-03-17 16:13:46.158,2025-03-17 16:13:46.158,16,0,17,3,0,1,0,0.003,107,432
109,03-17,16:13:46.158,1702,2113,I,NotificationManager,"updateLightsLocked,turn off notificationLight",E162,"updateLightsLocked,turn off notificationLight",0,normal,Android_2k,2025-03-17 16:13:46.158,2025-03-17 16:13:46.158,16,0,17,3,0,1,0,0.0,108,432
110,03-17,16:13:46.159,1702,3137,V,AudioManager,getRingtonePlayer...,E58,getRingtonePlayer...,0,normal,Android_2k,2025-03-17 16:13:46.159,2025-03-17 16:13:46.159,16,0,17,3,0,1,0,0.001,109,432
111,03-17,16:13:46.161,1702,3137,I,NotificationManager,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",E161,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",0,normal,Android_2k,2025-03-17 16:13:46.161,2025-03-17 16:13:46.161,16,0,17,3,0,1,0,0.002,110,432
112,03-17,16:13:46.161,1702,3137,I,NotificationManager,"updateLightsLocked,turn off notificationLight",E162,"updateLightsLocked,turn off notificationLight",0,normal,Android_2k,2025-03-17 16:13:46.161,2025-03-17 16:13:46.161,16,0,17,3,0,1,0,0.0,111,432
113,03-17,16:13:46.187,2227,2227,I,StackScrollAlgorithm,"overlapAmount:196.0, previousNotificationEnd:0.0, newYTranslation:-196.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-529",E97,"overlapAmount:<*>.<*>, previousNotificationEnd:<*>.<*>, newYTranslation:<*>.<*>, location:<*>, i:<*>, getTopPadding:<*>.<*>, getLocationOnScreen():<*>",0,normal,Android_2k,2025-03-17 16:13:46.187,2025-03-17 16:13:46.187,16,0,17,3,0,1,0,0.026,112,432
114,03-17,16:13:46.187,2227,2227,I,StackScrollAlgorithm,"state.clipTopAmount:180, i:0",E145,"state.clipTopAmount:<*>, i:<*>",0,normal,Android_2k,2025-03-17 16:13:46.187,2025-03-17 16:13:46.187,16,0,17,3,0,1,0,0.0,113,432
115,03-17,16:13:46.187,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-529.0",E156,"updateClipping isOverlap:true, getTopPadding=<*>.<*>, Translation=<*>.<*>",0,normal,Android_2k,2025-03-17 16:13:46.187,2025-03-17 16:13:46.187,16,0,17,3,0,1,0,0.0,114,432
116,03-17,16:13:46.187,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:true,E158,updateDimmedActivatedHideSensitive overlap:true,0,normal,Android_2k,2025-03-17 16:13:46.187,2025-03-17 16:13:46.187,16,0,17,3,0,1,0,0.0,115,432
117,03-17,16:13:46.232,1702,8289,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k,2025-03-17 16:13:46.232,2025-03-17 16:13:46.232,16,0,17,3,0,1,0,0.045,116,432
118,03-17,16:13:46.240,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=40000600 mask=ffffffff oldVal=40000500 newVal=40000600 diff=300 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:13:46.240,2025-03-17 16:13:46.240,16,0,17,3,0,1,0,0.008,117,432
119,03-17,16:13:46.240,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=0x40000600, SystemUiVisibility=0x40000600",E84,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>",0,normal,Android_2k,2025-03-17 16:13:46.240,2025-03-17 16:13:46.240,16,0,17,3,0,1,0,0.0,118,432
120,03-17,16:13:46.241,2227,2227,I,PhoneStatusBar,suspendAutohide,E148,suspendAutohide,0,normal,Android_2k,2025-03-17 16:13:46.241,2025-03-17 16:13:46.241,16,0,17,3,0,1,0,0.001,119,432
121,03-17,16:13:46.242,2227,2227,I,PanelView,onExpandingStarted,E86,onExpandingStarted,0,normal,Android_2k,2025-03-17 16:13:46.242,2025-03-17 16:13:46.242,16,0,17,3,0,1,0,0.001,120,432
122,03-17,16:13:46.250,2227,2227,I,PhoneStatusBar,suspendAutohide,E148,suspendAutohide,0,normal,Android_2k,2025-03-17 16:13:46.250,2025-03-17 16:13:46.250,16,0,17,3,0,1,0,0.008,121,432
123,03-17,16:13:46.250,2227,2227,I,PanelView,onTrackingStarted,E94,onTrackingStarted,0,normal,Android_2k,2025-03-17 16:13:46.250,2025-03-17 16:13:46.250,16,0,17,3,0,1,0,0.0,122,432
124,03-17,16:13:46.277,1702,14640,I,WindowManager,Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.qt.qtl.activity.info.NewsDetailXmlActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,E41,Destroying surface Surface(name=<*>) called by <*>,0,normal,Android_2k,2025-03-17 16:13:46.277,2025-03-17 16:13:46.277,16,0,17,3,0,1,0,0.027,123,432
125,03-17,16:13:46.285,2227,2227,I,PhoneStatusBar,suspendAutohide,E148,suspendAutohide,0,normal,Android_2k,2025-03-17 16:13:46.285,2025-03-17 16:13:46.285,16,0,17,3,0,1,0,0.008,124,432
126,03-17,16:13:46.290,2227,2227,I,StackScrollAlgorithm,"overlapAmount:146.0, previousNotificationEnd:0.0, newYTranslation:-146.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-479",E97,"overlapAmount:<*>.<*>, previousNotificationEnd:<*>.<*>, newYTranslation:<*>.<*>, location:<*>, i:<*>, getTopPadding:<*>.<*>, getLocationOnScreen():<*>",0,normal,Android_2k,2025-03-17 16:13:46.290,2025-03-17 16:13:46.290,16,0,17,3,0,1,0,0.005,125,432
127,03-17,16:13:46.290,2227,2227,I,StackScrollAlgorithm,"state.clipTopAmount:130, i:0",E145,"state.clipTopAmount:<*>, i:<*>",0,normal,Android_2k,2025-03-17 16:13:46.290,2025-03-17 16:13:46.290,16,0,17,3,0,1,0,0.0,126,432
128,03-17,16:13:46.290,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-479.0",E156,"updateClipping isOverlap:true, getTopPadding=<*>.<*>, Translation=<*>.<*>",0,normal,Android_2k,2025-03-17 16:13:46.290,2025-03-17 16:13:46.290,16,0,17,3,0,1,0,0.0,127,432
129,03-17,16:13:46.291,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:true,E158,updateDimmedActivatedHideSensitive overlap:true,0,normal,Android_2k,2025-03-17 16:13:46.291,2025-03-17 16:13:46.291,16,0,17,3,0,1,0,0.001,128,432
130,03-17,16:13:46.304,2227,2227,I,PhoneStatusBar,suspendAutohide,E148,suspendAutohide,0,normal,Android_2k,2025-03-17 16:13:46.304,2025-03-17 16:13:46.304,16,0,17,3,0,1,0,0.013,129,432
133,03-17,16:13:46.306,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-452.0",E156,"updateClipping isOverlap:true, getTopPadding=<*>.<*>, Translation=<*>.<*>",0,normal,Android_2k,2025-03-17 16:13:46.306,2025-03-17 16:13:46.306,16,0,17,3,0,1,0,0.002,130,432
134,03-17,16:13:46.306,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:true,E158,updateDimmedActivatedHideSensitive overlap:true,0,normal,Android_2k,2025-03-17 16:13:46.306,2025-03-17 16:13:46.306,16,0,17,3,0,1,0,0.0,131,432
131,03-17,16:13:46.306,2227,2227,I,StackScrollAlgorithm,"overlapAmount:119.0, previousNotificationEnd:0.0, newYTranslation:-119.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-452",E97,"overlapAmount:<*>.<*>, previousNotificationEnd:<*>.<*>, newYTranslation:<*>.<*>, location:<*>, i:<*>, getTopPadding:<*>.<*>, getLocationOnScreen():<*>",0,normal,Android_2k,2025-03-17 16:13:46.306,2025-03-17 16:13:46.306,16,0,17,3,0,1,0,0.0,132,432
132,03-17,16:13:46.306,2227,2227,I,StackScrollAlgorithm,"state.clipTopAmount:103, i:0",E145,"state.clipTopAmount:<*>, i:<*>",0,normal,Android_2k,2025-03-17 16:13:46.306,2025-03-17 16:13:46.306,16,0,17,3,0,1,0,0.0,133,432
135,03-17,16:13:46.317,2227,2227,I,PhoneStatusBar,suspendAutohide,E148,suspendAutohide,0,normal,Android_2k,2025-03-17 16:13:46.317,2025-03-17 16:13:46.317,16,0,17,3,0,1,0,0.011,134,432
136,03-17,16:13:46.318,2227,2227,I,StackScrollAlgorithm,"overlapAmount:85.0, previousNotificationEnd:0.0, newYTranslation:-85.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-418",E97,"overlapAmount:<*>.<*>, previousNotificationEnd:<*>.<*>, newYTranslation:<*>.<*>, location:<*>, i:<*>, getTopPadding:<*>.<*>, getLocationOnScreen():<*>",0,normal,Android_2k,2025-03-17 16:13:46.318,2025-03-17 16:13:46.318,16,0,17,3,0,1,0,0.001,135,432
